,titre
1244,avocat à la cour de lausanne
1245,avocat à la cour impériale
1246,avocat à la cour royale de lausanne
1247,avocate
1248,avoué
1249,avoué au tribunal
1250,avoué au tribunal civil
1251,avoué licencié en droit
1252,avoué près la cour
1253,avoué près la cour d'appel
1254,avoué près le tribunal civil de la seine
1255,avoué près le tribunal de montaigu
1256,aya
1257,ayah
1258,aérographieuse
1259,babouchier
1260,bachelier
1261,bachelier en musique
1262,bachelière
1263,badestamier
1264,badigeonneur
1265,badostamier
1266,badostamière
1267,bagagiste
1268,bagnard
1269,baigneur
1270,baigneuse
1271,bainiste
1272,balaitier
1273,balancier
1274,balayeur
1275,balayeuse
1276,balezaux
1277,balezeux
1278,baliveur
1279,baloteur
1280,bancbrocheur
1281,bancbrocheuse
1282,bandagiste
1283,banquier
1284,baratteur
1285,barattier
1286,barbeur
1287,barbier
1288,barbier chirurgien
1289,barbier-coiffeur
1290,barbouilleur
1291,bardeautier
1292,barmaid
1293,barman
1294,baron
1295,baron commandant général en retraite
1296,baron d'issan
1297,baron et chevalier lh
1298,baron et lieutenant général
1299,baron et lieutenant général et commandant lh
1300,basculeur
1301,basculeur aux mines
1302,basculeuse
1303,bassecourier
1304,bassecourière
1305,batelier
1306,batelier pilote
1307,batelière
1308,batteur
1309,batteur d'or
1310,batteur de grains
1311,batteur de laine
1312,batteur de soute
1313,batteur d’étain
1314,batteur en grange
1315,batteurs de laine
1316,batteuse
1317,batteuse d'or
1318,batteuse de coton
1319,batteuse d’étain
1320,baudroyer
1321,baudroyeur
1322,bayle agricole
1323,bayle au colombier
1324,beater engeneer
1325,bechalter
1326,bedeau
1327,bell boy
1328,berger
1329,berger et laboureur
1330,berger et militaire
1331,berger laboureur
1332,bergère
1333,betteravier
1334,betteravière
1335,beurrier
1336,beurrier-fromager
1337,bibliotechnicien
1338,bibliothècaire
1339,bibliothécaire
1340,bijoutier
1341,bijoutier fabricant
1342,bijoutier joaillier
1343,bijoutier-horloger
1344,bijoutière
1345,bimbelotier
1346,bimbelotière
1347,biochimiste
1348,biodynamiste
1349,biologiste
1350,biscottier
1351,biscuitier
1352,biscuitière
1353,biseauteur
1354,biseauteur de glaces
1355,biseauteur et soldat
1356,biseauteur sur glace
1357,biseur de verre
1358,bitumier
1359,bière
1360,blactier
1361,bladier
1362,blancher de lins
1363,blancheur de lins
1364,blancheur de toiles
1365,blanchisseur
1366,blanchisseur de bois
1367,blanchisseur de fils
1368,blanchisseur de linge
1369,blanchisseur de toiles
1370,blanchisseur en bois
1371,blanchisseuse
1372,blanchisseuse de fin
1373,blanchisseuse de neuf
1374,blaonnier
1375,blatier
1376,blatière
1377,blavetier
1378,blowpitman
1379,bluteur
1380,bobineur
1381,bobineur électricien
1382,bobineuse
1383,bobinier
1384,bobinière
1385,bochier
1386,bodyguard
1387,boguier
1388,boiseur
1389,boiseur cimentier
1390,boiseuse
1391,boisselier
1392,boitier
1393,boitière
1394,bolengier
1395,bonisseur
1396,bonissier
1397,bonne
1398,bonne d'enfants
1399,bonne d’enfants
1400,bonne à tout faire
1401,bonnetier
1402,bonnetière
1403,bookmaker
1404,bordager
1405,bordagère
1406,bordeuse en bottines
1407,bordier
1408,bordier cultivateur
1409,bordier à la forêt
1410,bordière
1411,boschier
1412,boss machine tender
1413,bossier
1414,botaniste
1415,botrèsse
1416,botteleur
1417,bottelier
1418,bottier
1419,bottier au 1er spahis
1420,bottier orthopédiste
1421,bottière
1422,botîrèsse
1423,boucanier
1424,boucher
1425,boucher charcutier
1426,boucher chevalin
1427,boucher coquetier
1428,boucher d'étal
1429,boucher et aubergiste
1430,boucher et cultivateur
1431,boucher et marchand
1432,boucher et marchand de vaches
1433,boucher et propriétaire
1434,boucher expéditeur
1435,boucher propriétaire
1436,boucher-épicier
1437,boucheteur
1438,boucheuse
1439,bouchonnier
1440,bouchonnière
1441,bouchoteur
1442,bouchère
1443,bouchère et débitante
1444,bouclier de fer
1445,boudineur de coton
1446,boudineuse de coton
1447,boudinier
1448,bouffisseur
1449,bouffon du roi
1450,bouhélier
1451,bouilleur
1452,bouilleur ambulant
1453,bouilleur d'eau de vie
1454,bouilleur de crû
1455,boulanger
1456,boulanger cultivateur
1457,boulanger de marine
1458,boulanger de pâte en croûte
1459,boulanger et aubergiste
1460,boulanger et caporal
1461,boulanger et cultivateur
1462,boulanger et epicier et cafetier
1463,boulanger et propriétaire
1464,boulanger et épicier et cafetier
1465,boulanger pâtissier
1466,boulangère
1467,boulengier
1468,boulonnier
1469,bouloteur
1470,bouquetière
1471,bouquier
1472,bouquiniste
1473,bourgemestre
1474,bourgeois
1475,bourgeois cultivateur
1476,bourgeois et cultivateur
1477,bourgeois et tisserand
1478,bourgeoise
1479,bourgmestre
1480,bourreau
1481,bourrelier
1482,bourrelier sellier
1483,bourrelière
1484,boursier
1485,boursiers et corroyeurs  de cuir blanc
1486,boutefeu
1487,boutiquer
1488,boutiquier
1489,boutiquière
1490,boutonnier
1491,boutonnière
1492,bouvier
1493,bouvière
1494,boyaudier
1495,boyaudière
1496,braceor
1497,bracier
1498,bradier
1499,bralier de fil
1500,brancardier
1501,brandevinier
1502,brandevinière
1503,brasseur
1504,brasseur cabaretier
1505,brasseur de bière
1506,brasseur de cidre
1507,brasseur et cordonnier
1508,brasseur et tonnelier
1509,brasseuse
1510,brassier
1511,brassieur
1512,brassière
1513,brayeur
1514,bricteur
1515,brigadier
1516,brigadier armurier
1517,brigadier au château de pau
1518,brigadier cff
1519,brigadier chef
1520,brigadier chef au régiment de dragons
1521,brigadier chef de police
1522,brigadier chef des douanes
1523,brigadier chef trompette
1524,brigadier de gendarmerie
1525,brigadier de gendarmerie de marine
1526,brigadier de gendarmerie en retraite et légion d'honneur
1527,brigadier de gendarmerie retraité
1528,brigadier de gendarmerie royale
1529,brigadier de la garde municipale de la concession suisse
1530,brigadier de la garde républicaine
1531,brigadier de la gendarmerie royale
1532,brigadier de la sûreté
1533,brigadier de police
1534,brigadier de police en retraite
1535,brigadier de police privée
1536,brigadier des douanes
1537,brigadier des douanes en retraite
1538,brigadier des eaux et forêts
1539,brigadier des forets
1540,brigadier des gardes champêtres
1541,brigadier des gardiens de la paix
1542,brigadier et sergent de ville
1543,brigadier forestier
1544,brigadier forestier en retraite
1545,brigadier garde-champêtre
1546,brigadier garde-pêche
1547,brigadier gendarme
1548,brigadier jaugeur à l'octroi de lausanne
1549,brigadier manutentionnaire cff
1550,brigadier national des impôts
1551,brigadier poseur au chemin de fer
1552,brigadier poseur au plm
1553,brigadier sergent de ville
1554,brigadier trompette
1555,brigadier à cheval
1556,brigadier à l'octroi
1557,brigadier à la manutention des vivres
1558,briqueteur
1559,briqueteur fumiste
1560,briqueteur à la cie d'arvida
1561,briqueteur-maçon
1562,briquetier
1563,briquetière
1564,briquettier
1565,briquier
1566,briseur
1567,briseur de grès
1568,briseur de pierres
1569,brocanteur
1570,brocanteur antiquaire
1571,brocanteuse
1572,brocheur
1573,brocheur en imprimerie
1574,brocheuse
1575,brochéor
1576,brodeur
1577,brodeuse
1578,brodeuse de bas
1579,brodeuse en coton
1580,brodeuse en soie
1581,broker
1582,brosseur
1583,brossier
1584,brossière
1585,brouetteur de bière
1586,brouetteuse de bière
1587,brouettier
1588,broyeur
1589,broyeur de lin
1590,brunisseur
1591,brunisseur polisseur
1592,brunisseuse
1593,brégier
1594,brésilleur
1595,brûleur
1596,buandier
1597,buandière
1598,bucheron
1599,bucheronne
1600,budelier
1601,buffetier
1602,buffetière
1603,buffetière de la gare
1604,buletier
1605,buletère
1606,bulleur
1607,bulleuse
1608,buraliste
1609,buraliste des contributions indirectes
1610,buraliste et chevalier lh
1611,buronnier
1612,buteiller
1613,bâtonnier
1614,bâtonnier de l'ordre des avocats
1615,bâtonnier des avocats
1616,bédéiste
1617,bétonneur
1618,bétonneuse
1619,bétonnier
1620,bétuliculteur
1621,bétulicultrice
1622,bêcheur
1623,bûcheresse
1624,bûcheron
1625,bûcheronne
1626,bûcheur
1627,cabaretier
1628,cabaretier et cultivateur
1629,cabaretier et tailleur d'habits
1630,cabaretière
1631,cabaretière et cultivatrice
1632,cabarotier
1633,cabinettarde
1634,cabinier
1635,cabinière
1636,cableur
1637,cacaoculteur
1638,cacaocultrice
1639,cadre
1640,cadre administratif
1641,cadre artistique
1642,cadre bancaire
1643,cadre cff
1644,cadre commercial
1645,cadre d'entreprise
1646,cadre de banque
1647,cadre de banque retraité chevalier légion d'honneur
1648,cadre de direction
1649,cadre de l'aéroport de lausanne
1650,cadre de l'industrie
1651,cadre de l'éducation nationale
1652,cadre des transports
1653,cadre export
1654,cadre industriel prince
1655,cadre juridique
1656,cadre snpa
1657,cadre supérieur
1658,cadre sylvicole
1659,cadre sécurité sociale
1660,cadre technique
1661,cadre électricité
1662,cafetier
1663,cafetier aubergiste et propriétaire
1664,cafetier cantonnier
1665,cafetier menuisier
1666,cafetier restaurateur
1667,cafetière
1668,café et tabacs
1669,caféiculteur
1670,caféicultrice
1671,caféier
1672,caissier
1673,caissier au crédit francais
1674,caissier au journal le matin
1675,caissier comptable
1676,caissier comptable des mines
1677,caissier d'agent de change
1678,caissier de commerce
1679,caissier de coopérative agricole
1680,caissier de la corporation des industries du bâtiment
1681,caissier du baron mercier
1682,caissier à la banque suisse nationale
1683,caissier à la caisse d'épargne
1684,caissier à la conservation des hypothèques
1685,caissier à la recette des finances
1686,caissier à la société générale
1687,caissier-comptable
1688,caissière
1689,caissière comptable cff
1690,caissière dans une banque
1691,caissière vendeuse
1692,caissière-vendeuse
1693,calandreur
1694,calfat
1695,calfat portefaix
1696,calibreur
1697,calibreur en porcelaine
1698,calibreur en poterie
1699,calibriste
1700,calicotier
1701,calorifugeur
1702,calqueur
1703,calqueuse
1704,cambiste
1705,cambusier
1706,camelot
1707,camier
1708,camionneur
1709,camionneur aux chemins de fer de l'état
1710,camionneur à la cie potvin
1711,camionneuse
1712,camp manager
1713,camériste
1714,candidat au notariat
1715,candidat en droit
1716,candidat en médecin
1717,candidat en pharmacie
1718,candidat en philosophie et lettres
1719,candidat en sciences
1720,candidat huissier
1721,candidat notaire
1722,candidat à l'enregistrement
1723,cannabiculteur
1724,cannabicultrice
1725,canneuse
1726,cannier
1727,cannière
1728,canonnier
1729,canonnier de l'artillerie coloniale
1730,canonnier de marine
1731,canonnier en retraite
1732,canonnier garde-côte
1733,canonnier marin
1734,canonnier sédentaire
1735,canonnier vétéran
1736,canonnier à pau
1737,cantinier
1738,cantinier à la forteresse
1739,cantinière
1740,cantonnier
1741,cantonnier au 
1742,cantonnier aux chemins de fer
1743,cantonnier auxiliaire
1744,cantonnier casseur de pierres
1745,cantonnier cff
1746,cantonnier chef
1747,cantonnier communal
1748,cantonnier cultivateur
1749,cantonnier de ville
1750,cantonnier des ponts et chaussées
1751,cantonnier des voies ferrées
1752,cantonnier en retraite
1753,cantonnier et casseur de pierres
1754,cantonnier et cultivateur
